x,y,frame
0,0,1
-0.7334560633305078,0.011864405716378812,2
-0.317024830322866,-0.892390896351229,3
-1,0,4
-1.7334560633305078,0.011864405716378812,5
-1.317024830322866,-0.892390896351229,6
-2.031661968608641,-1.0116152481854832,7
-1.6996375300952968,-1.0764899689639829,8
-1,-1,9
-1.7334560633305078,1.0118644057163788,10
-1.3765556206776781,1.4672058513273487,11
0,1,12
-0.7334560633305078,1.0118644057163788,13
0.20316449459363461,0.6728776860992378,14
-0.7837673804083988,-1.4604565984423443,15
-2.2961727776959098,-1.0755284445587843,16
-2.317024830322866,-0.892390896351229,17
0.682975169677134,-0.892390896351229,18
-2.031661968608641,-0.011615248185483207,19
-1.141737453033544,2.273376245656179,20
-0.6996375300952968,-1.0764899689639829,21
-1,-2,22
-2.733456063330508,1.0118644057163788,23
-1.2972420337235318,-2.603390566595893,24
-1,1,25
-2.733456063330508,0.011864405716378812,26
-0.3765556206776781,1.4672058513273487,27
0,2,28
-0.7334560633305078,2.011864405716379,29
-2.810202765197391,0.0650324485871463,30
0,-1,31
0.26654393666949217,0.011864405716378812,32
1.2031644945936346,0.6728776860992378,33
-2.9163782366449853,-1.7098906527822224,34
-0.7837673804083988,-0.4604565984423443,35
-2.2961727776959098,-2.0755284445587843,36
-2.317024830322866,-1.892390896351229,37
-1.349095252819641,-3.2235136494436203,38
-1.317024830322866,0.10760910364877097,39
1.682975169677134,-0.892390896351229,40
-2.031661968608641,0.9883847518145168,41
-0.317024830322866,0.10760910364877097,42
-1.031661968608641,-1.0116152481854832,43
-2.141737453033544,2.273376245656179,44
-0.6996375300952968,-2.076489968963983,45
-2,-2,46
-2.733456063330508,2.011864405716379,47
-0.6071242081960304,2.959658611088686,48
-1.6996375300952968,-0.07648996896398286,49
-2,-1,50
-1.7334560633305078,2.011864405716379,51
-1.2972420337235318,-3.603390566595893,52
-1,2,53
-2.733456063330508,-0.9881355942836212,54
0.6234443793223219,1.4672058513273487,55
1,2,56
-0.7334560633305078,3.011864405716379,57
-0.8718668804772102,3.8824237506870594,58
-2,0,59
-1.7334560633305078,-0.9881355942836212,60
-1.3765556206776781,0.4672058513273487,61
1,1,62
0.26654393666949217,1.0118644057163788,63
-2.810202765197391,1.0650324485871463,64
1,-1,65
0.26654393666949217,-0.9881355942836212,66
1.2031644945936346,1.6728776860992378,67
1.811574178118485,-1.4804923242147856,68
1,0,69
-0.7334560633305078,-0.9881355942836212,70
0.20316449459363461,-0.3271223139007622,71
-0.04041860290455679,4.035748593978766,72
2.0233193263320395,1.612849663888058,73
-1.9163782366449853,-1.7098906527822224,74
0.21623261959160123,-0.4604565984423443,75
0.21623261959160123,-1.4604565984423443,76
-2.5124979769515186,-2.849581080824791,77
-1.2961727776959098,-2.0755284445587843,78
-1.317024830322866,-1.892390896351229,79
1.902370845443885,2.520940383400214,80
-1.2961727776959098,-1.0755284445587843,81
-3.317024830322866,-0.892390896351229,82
-0.34909525281964093,-3.2235136494436203,83
-1.317024830322866,1.107609103648771,84
1.682975169677134,0.10760910364877097,85
-3.031661968608641,0.9883847518145168,86
0,0,87
0.682975169677134,-1.892390896351229,88
-1.031661968608641,-0.011615248185483207,89
-0.317024830322866,1.107609103648771,90
-0.03166196860864101,-1.0116152481854832,91
-3.141737453033544,2.273376245656179,92
-1.6996375300952968,-2.076489968963983,93
-2,-3,94
-2.733456063330508,3.011864405716379,95
0.2907145577428949,-3.245000550493466,96
-0.317024830322866,-1.892390896351229,97
-2.031661968608641,-2.011615248185483,98
-0.14173745303354401,2.273376245656179,99
-0.6996375300952968,-0.07648996896398286,100
-1,-3,101
-3.733456063330508,1.0118644057163788,102
0.3928757918039696,2.959658611088686,103
-1.6996375300952968,0.9235100310360171,104
-3,-1,105
-1.7334560633305078,3.011864405716379,106
-0.29724203372353175,-3.603390566595893,107
-2,2,108
-2.733456063330508,-1.9881355942836212,109
1.6234443793223219,1.4672058513273487,110
2,2,111
0.26654393666949217,3.011864405716379,112
2.318928467267524,0.041326702255855,113
-2.6996375300952966,-1.0764899689639829,114
0,0,115
0,0,116
-2.2972420337235318,-2.603390566595893,117
-2,1,118
-3.733456063330508,0.011864405716378812,119
-0.3765556206776781,0.4672058513273487,120
0,3,121
0.26654393666949217,2.011864405716379,122
-0.8718668804772102,2.8824237506870594,123
-3,0,124
-1.7334560633305078,-1.9881355942836212,125
-2.376555620677678,0.4672058513273487,126
2,1,127
1.2665439366694922,1.0118644057163788,128
-1.810202765197391,1.0650324485871463,129
2,-1,130
1.2665439366694922,-0.9881355942836212,131
0.20316449459363461,1.6728776860992378,132
0,0,133
0,0,134
-1.3765556206776781,2.467205851327349,135
0,0,136
0,0,137
-2.810202765197391,-0.9349675514128537,138
0,-2,139
1.2665439366694922,0.011864405716378812,140
2.2031644945936346,0.6728776860992378,141
1.811574178118485,-2.4804923242147856,142
2,0,143
-0.7334560633305078,-1.9881355942836212,144
1.2031644945936346,-0.3271223139007622,145
-3.6579634417405664,-0.8384420882859529,146
0,0,147
0,0,148
-0.7968355054063654,0.6728776860992378,149
-0.04041860290455679,5.035748593978766,150
2.6801817278310667,2.958971673755915,151
1.0233193263320395,1.612849663888058,152
-0.9163782366449853,-1.7098906527822224,153
0.21623261959160123,0.5395434015576557,154
1.9063120389782808,3.343358588738628,155
-2.9163782366449853,-2.7098906527822226,156
-1.7837673804083987,-0.4604565984423443,157
0.21623261959160123,-2.4604565984423443,158
-0.7837673804083988,-2.4604565984423443,159
-1.5124979769515186,-2.849581080824791,160
-0.2961727776959098,-2.0755284445587843,161
-1.317024830322866,-2.892390896351229,162
-3.2961727776959098,-2.0755284445587843,163
-2.317024830322866,-2.892390896351229,164
2.902370845443885,2.520940383400214,165
-1.2961727776959098,-0.07552844455878427,166
-3.317024830322866,0.10760910364877097,167
0.6509047471803591,-3.2235136494436203,168
-1.317024830322866,2.107609103648771,169
0.682975169677134,0.10760910364877097,170
-3.031661968608641,-0.011615248185483207,171
-3.2961727776959098,-1.0755284445587843,172
-2.317024830322866,0.10760910364877097,173
-1.349095252819641,-4.22351364944362,174
0,0,175
2.682975169677134,-0.892390896351229,176
-1.031661968608641,0.9883847518145168,177
0,0,178
1.682975169677134,-1.892390896351229,179
-0.03166196860864101,-0.011615248185483207,180
0.682975169677134,1.107609103648771,181
-0.03166196860864101,-2.011615248185483,182
-3.141737453033544,1.2733762456561788,183
-1.6996375300952968,-3.076489968963983,184
-3,-3,185
-2.733456063330508,4.011864405716379,186
0,0,187
0,0,188
0,0,189
0,0,190
-1.031661968608641,-2.011615248185483,191
-2.141737453033544,3.273376245656179,192
-0.6996375300952968,-3.076489968963983,193
-3,-2,194
-3.733456063330508,2.011864405716379,195
0.2907145577428949,-2.245000550493466,196
-0.317024830322866,-2.892390896351229,197
-2.031661968608641,-3.011615248185483,198
0.858262546966456,2.273376245656179,199
-0.6996375300952968,0.9235100310360171,200
0,-3,201
-4.733456063330507,1.0118644057163788,202
0.3928757918039696,3.959658611088686,203
-2.6996375300952966,0.9235100310360171,204
-4,-1,205
-1.7334560633305078,4.011864405716379,206
-0.29724203372353175,-2.603390566595893,207
-3,2,208
-3.733456063330508,-1.9881355942836212,209
1.6234443793223219,2.467205851327349,210
3,2,211
0.26654393666949217,4.011864405716379,212
0,0,213
-3.031661968608641,-1.0116152481854832,214
-1.141737453033544,1.2733762456561788,215
0.30036246990470317,-1.0764899689639829,216
0,0,217
0,0,218
-0.6071242081960304,1.959658611088686,219
-2.6996375300952966,-0.07648996896398286,220
0,0,221
0,0,222
-1.2972420337235318,-4.603390566595893,223
-1,3,224
-3.733456063330508,-0.9881355942836212,225
0.6234443793223219,2.467205851327349,226
1,3,227
-0.7334560633305078,4.011864405716379,228
1.3189284672675239,0.041326702255855,229
-2.6996375300952966,-2.076489968963983,230
0,0,231
0,0,232
-3.2972420337235318,-2.603390566595893,233
-3,1,234
-4.733456063330507,0.011864405716378812,235
0.6234443793223219,0.4672058513273487,236
0,4,237
1.2665439366694922,2.011864405716379,238
-0.8718668804772102,1.8824237506870594,239
-4,0,240
-1.7334560633305078,-2.988135594283621,241
-3.376555620677678,0.4672058513273487,242
3,1,243
2.266543936669492,1.0118644057163788,244
-1.810202765197391,0.0650324485871463,245
2,-2,246
2.266543936669492,-0.9881355942836212,247
0.20316449459363461,2.6728776860992376,248
1.6697341374732861,-3.1660380564805486,249
0,0,250
0,0,251
0,0,252
-1.2972420337235318,-1.603390566595893,253
0,0,254
0,0,255
-0.3765556206776781,2.467205851327349,256
0,0,257
0,0,258
-1.87186688047721,3.8824237506870594,259
0,0,260
0,0,261
-1.3765556206776781,-0.5327941486726513,262
0,0,263
0,0,264
-3.810202765197391,1.0650324485871463,265
1,-2,266
0.26654393666949217,-1.9881355942836212,267
2.2031644945936346,1.6728776860992378,268
0,0,269
0,0,270
-1.3765556206776781,1.467205851327349,271
0,0,272
0,0,273
-2.810202765197391,-1.9349675514128537,274
0,0,275
2.266543936669492,0.011864405716378812,276
3.2031644945936346,0.6728776860992378,277
1.811574178118485,-3.4804923242147856,278
3,0,279
-0.7334560633305078,-2.988135594283621,280
2.2031644945936346,-0.3271223139007622,281
0,0,282
0,0,283
-2.376555620677678,1.4672058513273487,284
0,0,285
0,0,286
-3.810202765197391,0.0650324485871463,287
0,0,288
0,0,289
0,0,290
1.811574178118485,-0.4804923242147856,291
0,0,292
0,0,293
-0.7968355054063654,-0.3271223139007622,294
-4.657963441740566,-0.8384420882859529,295
0,0,296
0,0,297
-1.7968355054063654,0.6728776860992378,298
0.9595813970954432,5.035748593978766,299
1.731900432510126,-4.045305562610183,300
0,0,301
0,0,302
0,0,303
0.9595813970954432,4.035748593978766,304
2.6801817278310667,3.958971673755915,305
1.0233193263320395,2.612849663888058,306
-0.9163782366449853,-0.7098906527822224,307
-0.7837673804083988,0.5395434015576557,308
2.317929868115854,-4.096049169384067,309
2.0233193263320395,2.612849663888058,310
-1.9163782366449853,-0.7098906527822224,311
1.2162326195916013,-0.4604565984423443,312
0.9063120389782808,3.343358588738628,313
-1.9163782366449853,-2.7098906527822226,314
-2.7837673804083987,-0.4604565984423443,315
0.21623261959160123,-3.4604565984423443,316
1.425502948074855,-4.4696144228140025,317
-3.9163782366449853,-1.7098906527822224,318
0,0,319
1.2162326195916013,-1.4604565984423443,320
-1.7837673804083987,-2.4604565984423443,321
-0.5124979769515186,-2.849581080824791,322
-0.2961727776959098,-1.0755284445587843,323
-1.317024830322866,-3.892390896351229,324
1.0632450456713787,-4.954945596518311,325
-1.7837673804083987,-1.4604565984423443,326
-2.5124979769515186,-3.849581080824791,327
-1.2961727776959098,-3.0755284445587843,328
0,0,329
-4.29617277769591,-2.0755284445587843,330
-3.317024830322866,-2.892390896351229,331
2.902370845443885,1.5209403834002142,332
-1.2961727776959098,0.9244715554412157,333
-4.317024830322866,0.10760910364877097,334
1.650904747180359,-3.2235136494436203,335
-2.317024830322866,2.107609103648771,336
0,0,337
-4.031661968608641,-0.011615248185483207,338
